PMID,Title,Abstract,Date
33584686,"Targeting Indoleamine 2,3-Dioxygenase in Cancer Models Using the Novel Small Molecule Inhibitor NTRC 3883-0.","Indoleamine 2,3-dioxygenase (IDO1) is a key regulator of immune suppression by catalyzing the oxidation of L-tryptophan. IDO1 expression has been related to poor prognosis in several cancers and to resistance to checkpoint immunotherapies. We describe the characterization of a novel small molecule IDO1 inhibitor, NTRC 3883-0, in a panel of biochemical and cell-based assays, and various cancer models. NTRC 3883-0 released the inhibitory effect of IDO1 on CD8-positive T cell proliferation in co-cultures of IDO1-overexpressing cells with healthy donor lymphocytes, demonstrating its immune modulatory activity. In a syngeneic mouse model using IDO1-overexpressing B16F10 melanoma cells, NTRC 3883-0 effectively counteracted the IDO1-induced modulation of L-tryptophan and L-kynurenine levels, demonstrating its <i>in vivo</i> target modulation. Finally, we studied the expression and activity of IDO1 in primary cell cultures established from the malignant ascites of ovarian cancer patients. In these cultures, IDO1 expression was induced upon stimulation with IFNγ, and its activity could be inhibited by NTRC 3883-0. Based on these results, we propose the use of ascites cell-based functional assays for future patient stratification. Our results are discussed in light of the recent discontinuation of clinical trials of more advanced IDO1 inhibitors and the reconsideration of IDO1 as a valid drug target.",2021-01-28
33582407,P53-independent partial restoration of the p53 pathway in tumors with mutated p53 through ATF4 transcriptional modulation by ERK1/2 and CDK9.,"A long-term goal in the cancer-field has been to develop strategies for treating p53-mutated tumors. A novel small-molecule, PG3-Oc, restores p53 pathway-signaling in tumor cells with mutant-p53, independently of p53/p73. PG3-Oc partially upregulates the p53-transcriptome (13.7% of public p53 target-gene dataset; 15.2% of in-house dataset) and p53-proteome (18%, HT29; 16%, HCT116-p53<sup>-/-</sup>). Bioinformatic analysis indicates critical p53-effectors of growth-arrest (p21), apoptosis (PUMA, DR5, Noxa), autophagy (DRAM1), and metastasis-suppression (NDRG1) are induced by PG3-Oc. ERK1/2- and CDK9-kinases are required to upregulate ATF4 by PG3-Oc which restores p53 transcriptomic-targets in cells without functional-p53. PG3-Oc represses MYC (ATF4-independent), and upregulates PUMA (ATF4-dependent) in mediating cell death. With largely nonoverlapping transcriptomes, induced-ATF4 restores p53 transcriptomic targets in drug-treated cells including functionally important mediators such as PUMA and DR5. Our results demonstrate novel p53-independent drug-induced molecular reprogramming involving ERK1/2, CDK9, and ATF4 to restore upregulation of p53 effector genes required for cell death and tumor suppression.",2021-02-11
33573254,Computational Design of Macrocyclic Binders of S100B(ββ): Novel Peptide Theranostics.,"S100B(ββ) proteins are a family of multifunctional proteins that are present in several tissues and regulate a wide variety of cellular processes. Their altered expression levels have been associated with several human diseases, such as cancer, inflammatory disorders and neurodegenerative conditions, and hence are of interest as a therapeutic target and a biomarker. Small molecule inhibitors of S100B(ββ) have achieved limited success. Guided by the wealth of available experimental structures of S100B(ββ) in complex with diverse peptides from various protein interacting partners, we combine comparative structural analysis and molecular dynamics simulations to design a series of peptides and their analogues (stapled) as S100B(ββ) binders. The stapled peptides were subject to in silico mutagenesis experiments, resulting in optimized analogues that are predicted to bind to S100B(ββ) with high affinity, and were also modified with imaging agents to serve as diagnostic tools. These stapled peptides can serve as theranostics, which can be used to not only diagnose the levels of S100B(ββ) but also to disrupt the interactions of S100B(ββ) with partner proteins which drive disease progression, thus serving as novel therapeutics.",2021-01-30
33569006,Rational Design of A Novel Small-Molecule HIV-1 Inactivator Targeting Both gp120 and gp41 of HIV-1.,"Virus inactivator can inactivate cell-free virions without relying on their replication cycle, potentially reducing the impact of viral infection on cells. Previously, we successfully constructed a HIV-1 protein inactivator, 2DLT, by conjugating the D1D2 region of CD4 to the fusion inhibitor T1144 via a 35-amino acid linker. Therefore, it targets both the CD4 binding site in gp120 and NHR region in gp41. Considering that small-molecule agents have the advantages of fast production, low cost, good stability, and oral availability, we herein report the design of a new small-molecule HIV-1 inactivator, FD028, by conjugating FD016 (an analog of NBD-556, a gp120-CD4 binding inhibitor) with FD017 (an analog of 11d, an HIV-1 fusion inhibitor). The results showed that FD028 inactivated cell-free virions at a moderate nanomolar concentration by targeting both HIV-1 gp120 and gp41. Moreover, FD028 has broad-spectrum inhibition and inactivation activity against HIV-1 resistant strains and primary isolates of different subtypes without significant cytotoxicity. Therefore, FD028 has potential for further development as an HIV-1 inactivator-based therapeutic.",2021-01-25
33562512,CD200:CD200R Interactions and Their Importance in Immunoregulation.,"The molecule CD200, described many years ago as a naturally occurring immunomodulatory agent, capable of regulating inflammation and transplant rejection, has attracted additional interest over the past years with the realization that it may also serve as an important marker for progressive malignancy. A large body of evidence also supports the hypothesis that this molecule can contribute to immunoregulation of, among other diseases, infection, autoimmune disease and allergy. New data have also come to light to characterize the receptors for CD200 (CD200R) and their potential mechanism(s) of action at the biochemical level, as well as the description of a novel natural antagonist of CD200, lacking the NH<sub>2</sub>-terminal region of the full-length molecule. Significant controversies exist concerning the relative importance of CD200 as a ligand for all reported CD200Rs. Nevertheless, some progress has been made in the identification of the structural constraints determining the interaction between CD200 and CD200R, and this information has in turn proved of use in developing novel small molecule agonists/antagonists of the interaction. The review below highlights many of these newer findings, and attempts to place them in the broad context of our understanding of the role of CD200-CD200R interactions in a variety of human diseases.",2021-02-05
33554229,Two-photon excited peptide nanodrugs for precise photodynamic therapy.,"A novel peptide nanodrug composed of three functional motifs, bis(pyrene), FFVLK and CREKA, was used as a two-photon excited photosensitizer for precise photodynamic therapy (PDT). The system presented excellent two-photon imaging ability, tumor target effect and high reactive oxygen species productivity for improving treatment precision and efficiency in PDT.",2021-02-08
33548989,Effective treatment of anlotinib in giant delayed pulmonary metastasis of osteosarcoma: a case report and literature review.,"Tumor relapse and pulmonary metastasis, especially unresectable lesions, are the major cause of poor prognosis of patients with osteosarcoma. Anlotinib, a novel small-molecule tyrosine kinase inhibitor (TKI), has been proved to have desirable anti-tumor effects via blocking VEGFR2 and PDGFRβ phosphorylation in several tumors, including non-small cell lung cancer and soft tissue sarcoma. In this study, we presented a case of giant delayed pulmonary metastasis of osteosarcoma which was effectively treated by anlotinib. CT scan of this patient showed a giant neoplasm with the size of 1,366 cm3 in the left lung, clinically diagnosed as pulmonary metastasis of osteosarcoma. Due to refusing to chemotherapy and not eligible for surgery of the giant neoplasm, anlotinib was recommended. As a result, the tumor volume decreased more than 82% during 24-week anlotinib administration, from 1,366 to 247 cm3. Unfortunately, disease progression was observed at 27-week. Although argon-helium cryoablation (AHC) was performed followed by apatinib administration, the patient was dead in 16 weeks after disease progression. The progression-free survival (PFS) and overall survival since anlotinib administration of this patient was 27 weeks and 43 weeks, respectively. The toxicity included hypertension, fatigue and hand-foot skin syndrome in grade 1-2, which were controllable and well tolerated. Meanwhile, immunohistochemical staining showed that the expression of VEGFR2 and PDGFRβ was decreased significantly and the whole exon sequencing revealed that c-MYC was duplicated, which was potentially associated with anlotinib resistance. Anlotinib had promising anti-tumor efficiency in the treatment of delayed pulmonary metastatic osteosarcoma. However, the potential mechanism of anlotinib resistance and the subsequent therapy after resistance were still challengeable and needed further investigation.",2021-01-29
33530327,Analyzing Kinase Similarity in Small Molecule and Protein Structural Space to Explore the Limits of Multi-Target Screening.,"While selective inhibition is one of the key assets for a small molecule drug, many diseases can only be tackled by simultaneous inhibition of several proteins. An example where achieving selectivity is especially challenging are ligands targeting human kinases. This difficulty arises from the high structural conservation of the kinase ATP binding sites, the area targeted by most inhibitors. We investigated the possibility to identify novel small molecule ligands with pre-defined binding profiles for a series of kinase targets and anti-targets by in silico docking. The candidate ligands originating from these calculations were assayed to determine their experimental binding profiles. Compared to previous studies, the acquired hit rates were low in this specific setup, which aimed at not only selecting multi-target kinase ligands, but also designing out binding to anti-targets. Specifically, only a single profiled substance could be verified as a sub-micromolar, dual-specific EGFR/ErbB2 ligand that indeed avoided its selected anti-target BRAF. We subsequently re-analyzed our target choice and in silico strategy based on these findings, with a particular emphasis on the hit rates that can be expected from a given target combination. To that end, we supplemented the structure-based docking calculations with bioinformatic considerations of binding pocket sequence and structure similarity as well as ligand-centric comparisons of kinases. Taken together, our results provide a multi-faceted picture of how pocket space can determine the success of docking in multi-target drug discovery efforts.",2021-01-26
33516994,A human β-casein-derived peptide BCCY-1 modulates the innate immune response.,"In this study, we report a novel peptide corresponding to the sequence of human β-casein (named BCCY-1), which was identified in our previous peptidome analysis of human milk and has great immunomodulatory activity. The results revealed that peptide BCCY-1, but not the scrambled version, enhanced monocyte migration without obvious toxicities. This selective effect was mediated via increased production of chemokines by peptide stimulated monocytes. Moreover, BCCY-1 exerted its modulatory effects by activating nuclear factor (NF)-κB and mitogen-activated protein kinase (MAPK) signaling. The abundances of peptide BCCY-1 and the peptides partially encompassing its fragment were found to be lower in preterm milk than in term milk. Our study may lead to new insights into the immunoregulatory effects of casein-derived peptides and facilitate the discovery of novel peptide-based food and pharmaceutical products.",2021-01-19
33510636,"The Anti-Inflammatory Effect of KS23, A Novel Peptide Derived From Globular Adiponectin, on Endotoxin-Induced Uveitis in Rats.","<b>Purpose:</b> Adiponectin has been shown to exert potent anti-inflammatory activities in a range of systemic inflammatory diseases. This study aimed to investigate the potential therapeutic effects of KS23, a globular adiponectin-derived peptide, on endotoxin-induced uveitis (EIU) in rats and lipopolysaccharide (LPS)-stimulated mouse macrophage-like RAW 264.7 cells. <b>Methods:</b> EIU was induced in Lewis rats by subcutaneous injection of LPS into a single footpad. KS23 or phosphate-buffered saline (PBS) was administered immediately after LPS induction via intravitreal injection. Twenty-four hours later, clinical and histopathological scores were evaluated, and the aqueous humor (AqH) was collected to determine the infiltrating cells, protein concentration, and levels of inflammatory cytokines. <i>In vitro</i>, cultured RAW 264.7 cells were stimulated with LPS in the presence or absence of KS23, inflammatory cytokine levels in the supernatant, nuclear translocation of nuclear factor kappa B (NF-κB) subunit p65, and the expression of NF-kB signaling pathway components were analyzed. <b>Results:</b> KS23 treatment significantly ameliorated the clinical and histopathological scores of EIU rats and reduced the levels of infiltration cells, protein, tumor necrosis factor-α (TNF-α) and interleukin-6 (IL-6) in the aqueous humor. Consistently, KS23 decreased the expression of TNF-α and IL-6 in the supernatant of LPS-stimulated RAW 264.7 cells and inhibited the LPS-induced nuclear translocation of NF-κB p65 and the phosphorylation of IKKα/β/IκBα/NF-κB. <b>Conclusion:</b> The <i>in vivo</i> and <i>in vitro</i> results demonstrated the anti-inflammatory effects of the peptide KS23 and suggested that KS23 is a compelling, novel therapeutic candidate for the treatment of ocular inflammation.",2021-01-12
33486718,Pharmacokinetics of Roxadustat: A Population Analysis of 2855 Dialysis- and Non-Dialysis-Dependent Patients with Chronic Kidney Disease.,"Roxadustat is a novel, small-molecule, first-in-class therapeutic that stimulates erythropoiesis by inhibiting hypoxia-inducible factor prolyl hydroxylase enzymes. This agent (roxadustat) is in clinical development for the treatment of anemia in patients with non-dialysis-dependent (NDD) and dialysis-dependent (DD) chronic kidney disease. A population pharmacokinetic analysis was undertaken to evaluate the effect of intrinsic and extrinsic factors on roxadustat pharmacokinetics.",2021-01-24
33483574,The combination of the tubulin binding small molecule PTC596 and proteasome inhibitors suppresses the growth of myeloma cells.,"The novel small molecule PTC596 inhibits microtubule polymerization and its clinical development has been initiated for some solid cancers. We herein investigated the preclinical efficacy of PTC596 alone and in combination with proteasome inhibitors in the treatment of multiple myeloma (MM). PTC596 inhibited the proliferation of MM cell lines as well as primary MM samples in vitro, and this was confirmed with MM cell lines in vivo. PTC596 synergized with bortezomib or carfilzomib to inhibit the growth of MM cells in vitro. The combination treatment of PTC596 with bortezomib exerted synergistic effects in a xenograft model of human MM cell lines in immunodeficient mice and exhibited acceptable tolerability. Mechanistically, treatment with PTC596 induced cell cycle arrest at G2/M phase followed by apoptotic cell death, associated with the inhibition of microtubule polymerization. RNA sequence analysis also revealed that PTC596 and the combination with bortezomib affected the cell cycle and apoptosis in MM cells. Importantly, endoplasmic reticulum stress induced by bortezomib was enhanced by PTC596, providing an underlying mechanism of action of the combination therapy. Our results indicate that PTC596 alone and in combination with proteasome inhibition are potential novel therapeutic options to improve outcomes in patients with MM.",2021-01-22
33482615,A novel amphibian-derived peptide alleviated ultraviolet B-induced photodamage in mice.,"Although the application potential of amphibian skin-derived active peptides in alleviating ultraviolet B (UVB)-induced damage has attracted increasing attention, research remains in its infancy. In this study, a new peptide (OM-GL15, GLLSGHYGRASPVAC) was identified from the skin of the green odorous frog (Odorrana margaretae). Results showed that OM-GL15 scavenged free radicals (2,2'-diazo-bis-3-ethylbenzothiazoline-6-sulfonic acid and 1,1-diphenyl-2-trinitrophenylhydrazine) and reduced Fe<sup>3+</sup> to Fe<sup>2+</sup>. Moreover, topical administration of OM-GL15 significantly alleviated UVB-induced skin photodamage in mice. Exploration of the underlying mechanisms further showed that OM-GL15 exerted antioxidant potency. Specifically, the peptide reduced the levels of lipid peroxidation and malondialdehyde and protected epidermal cells from UVB-induced apoptosis by inhibiting DNA damage via down-regulation of p53, caspase-3, caspase-9, and Bax and up-regulation of Bcl-2. Our results highlight the potential application of amphibian skin-derived peptides in protection against UVB-induced photodamage and provide a novel peptide candidate for the development of anti-photodamage agents.",2021-01-19
33479615,Discovery and characterization of a novel peptide inhibitor against influenza neuraminidase.,"Neuraminidase, an abundant glycoprotein on the influenza virus surface, plays crucial roles in virus replication. Targeting neuraminidase could be a splendid way for the prevention of the spread of influenza infections. Herein, we have identified an octapeptide (errKPAQP) from a synthesized peptide library, originating from mimicking the binding pocket of oseltamivir in neuraminidase, as a potent peptide neuraminidase inhibitor. The docking-based virtual studies showed that errKPAQP exhibited a strong binding affinity (a docking score of -20.03) and nanomolar affinity (11 nM) to influenza neuraminidase, and can inhibit neuraminidase activity at a concentration as low as 4.25 μM, leading to effective protection of MDCK cells from influenza virus-induced death and replication. Furthermore, errKPAQP presented low hemolytic activity, minimal cytotoxicity, and good pharmacokinetic characteristics, which are imperative for an anti-influenza drug. Importantly, errKPAQP was capable of reducing influenza virus-induced inflammation, the serious damage to the lung tissues, and mortality rates in infected mice, indicating that it could protect against the lethal challenge of influenza viruses <i>in vivo</i>. Therefore, we have developed a novel neuraminidase peptide inhibitor with advantageous biological properties and high inhibitory activity towards neuraminidase, and it can serve as a promising anti-influenza drug.",2020-01-22
33477856,"Pharmacoinformatics and Preclinical Studies of NSC765690 and NSC765599, Potential STAT3/CDK2/4/6 Inhibitors with Antitumor Activities against NCI60 Human Tumor Cell Lines.","Signal transducer and activator of transcription 3 (STAT3) is a transcriptional regulator of a number of biological processes including cell differentiation, proliferation, survival, and angiogenesis, while cyclin-dependent kinases (CDKs) are a critical regulator of cell cycle progression. These proteins appear to play central roles in angiogenesis and cell survival and are widely implicated in tumor progression. In this study, we used the well-characterized US National Cancer Institute 60 (NCI60) human tumor cell lines to screen the in vitro anti-cancer activities of our novel small molecule derivatives (NSC765690 and NSC765599) of salicylanilide. Furthermore, we used the DTP-COMPARE algorithm and in silico drug target prediction to identify the potential molecular targets, and finally, we used molecular docking to assess the interaction between the compounds and prominent potential targets. We found that NSC765690 and NSC765599 exhibited an anti-proliferative effect against the 60 panels of NCI human cancer cell lines, and dose-dependent cytotoxic preference for NSCLC, melanoma, renal, and breast cancer cell lines. Protein-ligand interactions studies revealed that NSC765690 and NSC765599 were favored ligands for STAT3/CDK2/4/6. Moreover, cyclization of the salicylanilide core scaffold of NSC765690 mediated its higher anti-cancer activities and had greater potential to interact with STAT3/CDK2/4/6 than did NSC765599 with an open-ring structure. NSC765690 and NSC765599 met the required safety and criteria of a good drug candidate, and are thus worthy of further in-vitro and in-vivo investigations in tumor-bearing mice to assess their full therapeutic efficacy.",2021-01-19
33477324,"PEG-BHD1028 Peptide Regulates Insulin Resistance and Fatty Acid β-Oxidation, and Mitochondrial Biogenesis by Binding to Two Heterogeneous Binding Sites of Adiponectin Receptors, AdipoR1 and AdipoR2.","Adiponectin plays multiple critical roles in modulating various physiological processes by binding to its receptors. The functions of PEG-BHD1028, a potent novel peptide agonist to AdipoRs, was evaluated using in vitro and in vivo models based on the reported action spectrum of adiponectin. To confirm the design concept of PEG-BHD1028, the binding sites and their affinities were analyzed using the SPR (Surface Plasmon Resonance) assay. The results revealed that PEG-BHD1028 was bound to two heterogeneous binding sites of AdipoR1 and AdipoR2 with a relatively high affinity. In C2C12 cells, PEG-BHD1028 significantly activated AMPK and subsequent pathways and enhanced fatty acid β-oxidation and mitochondrial biogenesis. Furthermore, it also facilitated glucose uptake by lowering insulin resistance in insulin-resistant C2C12 cells. PEG-BHD1028 significantly reduced the fasting plasma glucose level in db/db mice following a single s.c. injection of 50, 100, and 200 μg/Kg and glucose tolerance at a dose of 50 μg/Kg with significantly decreased insulin production. The animals received 5, 25, and 50 μg/Kg of PEG-BHD1028 for 21 days significantly lost their weight after 18 days in a range of 5-7%. These results imply the development of PEG-BHD1028 as a potential adiponectin replacement therapeutic agent.",2021-01-17
33466626,The Taming of Nuclear Factor Erythroid-2-Related Factor-2 (Nrf2) Deglycation by Fructosamine-3-Kinase (FN3K)-Inhibitors-A Novel Strategy to Combat Cancers.,"Glycated stress is mediated by the advanced glycation end products (AGE) and the binding of AGEs to the receptors for advanced glycation end products (RAGEs) in cancer cells. RAGEs are involved in mediating tumorigenesis of multiple cancers through the modulation of several downstream signaling cascades. Glycated stress modulates various signaling pathways that include p38 mitogen-activated protein kinase (p38 MAPK), nuclear factor kappa-B (NF-κB), tumor necrosis factor (TNF)-α, etc., which further foster the uncontrolled proliferation, growth, metastasis, angiogenesis, drug resistance, and evasion of apoptosis in several cancers. In this review, a balanced overview on the role of glycation and deglycation in modulating several signaling cascades that are involved in the progression of cancers was discussed. Further, we have highlighted the functional role of deglycating enzyme fructosamine-3-kinase (FN3K) on Nrf2-driven cancers. The activity of FN3K is attributed to its ability to deglycate Nrf2, a master regulator of oxidative stress in cells. FN3K is a unique protein that mediates deglycation by phosphorylating basic amino acids lysine and arginine in various proteins such as Nrf2. Deglycated Nrf2 is stable and binds to small musculoaponeurotic fibrosarcoma (sMAF) proteins, thereby activating cellular antioxidant mechanisms to protect cells from oxidative stress. This cellular protection offered by Nrf2 activation, in one way, prevents the transformation of a normal cell into a cancer cell; however, in the other way, it helps a cancer cell not only to survive under hypoxic conditions but also, to stay protected from various chemo- and radio-therapeutic treatments. Therefore, the activation of Nrf2 is similar to a double-edged sword and, if not controlled properly, can lead to the development of many solid tumors. Hence, there is a need to develop novel small molecule modulators/phytochemicals that can regulate FN3K activity, thereby maintaining Nrf2 in a controlled activation state.",2021-01-14
33459187,"Exploration of structural requirements for the inhibition of VEGFR-2 tyrosine kinase: Binding site analysis of type II, 'DFG-out' inhibitors.","The conserved three-dimensional structure of receptor tyrosine kinases (RTKs) has been varyingly observed in prokaryotes to humans that actively participate in the phosphorylation process of tyrosine residues in the protein, which results in the alteration of protein's function. Mutation and transcriptional or post-translational modifications lead to a deregulation of kinases, which ultimately fallout into the development of pathological conditions like cancer. The human genome encodes two kinds of tyrosine kinases: non-receptor tyrosine kinases (NRTKs) and receptor tyrosine kinases (RTKs). Among these kinases, VEGF/VEGFR-2 signaling cascade is an important target to develop novel small-molecule inhibitors for the therapy of abnormal angiogenesis incorporated with cancer. Due to advances in the knowledge of the catalytic domain and 'DFG-motif' region, selective 'DFG-in' (type I) and 'DFG-out' (type II) VEGFR-2/KDR inhibitors were successfully developed, and some are in different phases of a clinical trial. 'DFG-out' (inactive) confirmation has significant advantages over 'DFG-in' (active) confirmation concerning the affinity of the ATP at the catalytic domain. Further, in the catalytic domain, between front and back cleft, smaller gatekeeper residue (Val916) present; therefore, selectivity against VEGFR-2 could be precisely achieved. In this review, small molecule type II/'DFG-out' inhibitors, their conformation, interaction at receptor binding pocket, and structural requirements to inhibit VEGFR-2 at the molecular level are discussed.HighlightsVEGFR-2 is a type of membrane-bound receptor tyrosine kinases (RTKs) that regulates the process of vasculogenesis and angiogenesis.Small molecule first-generation type I, 'DFG-in' and second-generation type II, 'DFG-out' VEGFR-2 inhibitors exhibit clinical benefits in the treatment of aberrant angiogenesis associated with cancer.Molecular docking of FDA approved and novel type II inhibitors were performed using X-ray crystal structures of VEGFR-2; binding site analysis was carried out.Structural requirements for the inhibition of VEGFR-2 were identified.",2021-01-18
33449689,Design and Evaluation of Peptide Dual-Agonists of GLP-1 and NPY2 Receptors for Glucoregulation and Weight Loss with Mitigated Nausea and Emesis.,"There is a critical unmet need for therapeutics to treat the epidemic of comorbidities associated with obesity and type 2 diabetes, ideally devoid of nausea/emesis. This study developed monomeric peptide agonists of glucagon-like peptide 1 receptor (GLP-1R) and neuropeptide Y2 receptor (Y2-R) based on exendin-4 (Ex-4) and PYY<sub>3-36</sub>. A novel peptide, GEP44, was obtained via <i>in vitro</i> receptor screens, insulin secretion in islets, stability assays, and <i>in vivo</i> rat and shrew studies of glucoregulation, weight loss, nausea, and emesis. GEP44 in lean and diet-induced obese rats produced greater reduction in body weight compared to Ex-4 without triggering nausea associated behavior. Studies in the shrew demonstrated a near absence of emesis for GEP44 in contrast to Ex-4. Collectively, these data demonstrate that targeting GLP-1R and Y2-R with chimeric single peptides offers a route to new glucoregulatory treatments that are well-tolerated and have improved weight loss when compared directly to Ex-4.",2021-01-15
36262318,Solubility Measurements and Correlation of MBQ-167 in Neat and Binary Solvent Mixtures.,"MBQ-167 is a novel, small-molecule dual inhibitor of Rac and Cdc42, small GTPases that are involved in cytoskeletal organization, cell cycle progression, and cell migration. In an <i>in vivo</i> mouse model, MBQ-167 has been shown to significantly reduce mammary tumor growth and metastasis and is currently undergoing preclinical studies for the treatment of metastatic cancer. To date, no solubility data have been reported for this compound. For this reason, the present study aims to determine the solubility of this compound in eight neat solvents (acetonitrile, 1-butanol, 2-butanol, ethanol, ethyl acetate, methanol, 1-propanol, and 2-propanol) and two binary solvent mixtures [ethyl acetate (2) + heptane (3) and ethanol (2) + water (3)] between the temperatures of 278.15 and 333.15 K. The results obtained employing the polythermal method show that the solubility of MBQ-167 increases with an increase in temperature in all neat solvents used within this study. Moreover, in the two binary solvent mixtures, the solubility of this compound increases with increasing temperature and decreases with an increasing mass fraction of the antisolvent (heptane or water). The experimental solubility data were correlated using the modified Apelblat and <i>λ</i>h model equations. The predicted solubility data acquired from the Apelblat and <i>λ</i>h model equations correlate well with the experimental solubility data as indicated by the low ARD % (≤1.8304 and ≤6.5366, respectively). No solvent-mediated polymorphic phase transitions were observed while performing the solubility studies, and no other solid forms were detected after the recrystallization in the solvents and solvent mixtures. The solubility data determined here can offer pathways to develop pharmaceutical crystallization processes that can further the translation of MBQ-167 into a clinical setting.",2020-12-10
33438258,"Wound formation, wound size, and progression of wound healing after intratumoral treatment of mast cell tumors in dogs with tigilanol tiglate.","Tigilanol tiglate (TT) is a novel small molecule for intratumoral treatment of nonmetastatic mast cell tumors (MCTs) in dogs. In a randomized controlled clinical study, 75% of dogs that received a single TT treatment achieved complete resolution of the MCT by 28 days, with no recurrence in 93% of dogs at 84 days. Critical to TT's efficacy was the area of the wound (tissue deficit) after slough of the necrotic tumor relative to pretreatment tumor volume.",2021-01-12
33436007,"Novel pharmacotherapy: NNI-362, an allosteric p70S6 kinase stimulator, reverses cognitive and neural regenerative deficits in models of aging and disease.","Aging is known to slow the neurogenic capacity of the hippocampus, one of only two mammalian adult neurogenic niches. The reduction of adult-born neurons with age may initiate cognitive decline progression which is exacerbated in chronic neurodegenerative disorders, e.g., Alzheimer's disease (AD). With physiologic neurogenesis diminished, but still viable in aging, non-invasive therapeutic modulation of this neuron regeneration process remains possible. The discovery of truly novel neuron regenerative therapies could be identified through phenotypic screening of small molecules that promote adult-born neurons from human neural progenitor cells (hNPCs). By identifying neuron-generating therapeutics and potentially novel mechanism of actions, therapeutic benefit could be confirmed through in vivo proof-of-concept studies. The key aging and longevity mTOR/p70S6 kinase axis, a commonly targeted pathway, is substrate for potential selective kinase modulators to promote new hippocampal neurons from NPCs. The highly regulated downstream substrate of mTOR, p70S6 kinase, directly controls pleiotropic cellular activities, including translation and cell growth. Stimulating this kinase, selectively in an adult neurogenic niche, should promote NPC proliferation, and cell growth and survival in the hippocampus. Studies of kinase profiling and immunocytochemistry of human progenitor neurogenesis suggest that the novel small molecule NNI-362 stimulates p70S6 kinase phosphorylation, which, in turn, promotes proliferation and differentiation of NPCs to neurons. NNI-362 promoted the associative reversal of age- and disease-related cognitive deficits in aged mice and Down syndrome-modeled mice. This oral, allosteric modulator may ultimately be beneficial for age-related neurodegenerative disorders involving hippocampal-dependent cognitive impairment, specifically AD, by promoting endogenous hippocampal regeneration.",2021-01-13
33431496,Targeting the p300/CBP Axis in Lethal Prostate Cancer.,"Resistance to androgen receptor (AR) blockade in castration-resistant prostate cancer (CRPC) is associated with sustained AR signaling, including through alternative splicing of AR (AR-SV). Inhibitors of transcriptional coactivators that regulate AR activity, including the paralog histone acetyltransferase proteins p300 and CBP, are attractive therapeutic targets for lethal prostate cancer. Herein, we validate targeting p300/CBP as a therapeutic strategy for lethal prostate cancer and describe CCS1477, a novel small-molecule inhibitor of the p300/CBP conserved bromodomain. We show that CCS1477 inhibits cell proliferation in prostate cancer cell lines and decreases AR- and C-MYC-regulated gene expression. In AR-SV-driven models, CCS1477 has antitumor activity, regulating AR and C-MYC signaling. Early clinical studies suggest that CCS1477 modulates KLK3 blood levels and regulates CRPC biopsy biomarker expression. Overall, CCS1477 shows promise for the treatment of patients with advanced prostate cancer. SIGNIFICANCE: Treating CRPC remains challenging due to persistent AR signaling. Inhibiting transcriptional AR coactivators is an attractive therapeutic strategy. CCS1477, an inhibitor of p300/CBP, inhibits growth and AR activity in CRPC models, and can affect metastatic CRPC target expression in serial clinical biopsies.<i>See related commentary by Rasool et al., p. 1011</i>.<i>This article is highlighted in the In This Issue feature, p. 995</i>.",2021-01-11
33417771,Novel <i>N</i>-Methylated Cyclodepsipeptide Prodrugs for Targeted Cancer Therapy.,"Coibamide A (<b>1</b>) is a highly <i>N</i>-methylated cyclodepsipeptide with low nanomolar antiproliferative activities against various cancer cell lines. In previous work, we discovered a simplified analogue, [MeAla3-MeAla6]-coibamide (<b>1a</b>), which exhibited the same inhibitory abilities as coibamide A. Herein, to reduce the whole-body toxicity and improve the solubility of <b>1a</b>, two novel peptide-drug conjugates RGD-SS-CA (<b>2</b>) and RGD-VC-CA (<b>3</b>) were designed, synthesized, and evaluated. Composed of cyclodepsipeptide <b>1a</b>, a tumor-homing RGD motif, and a conditionally labile linker, the conjugates are expected to release <b>1a</b> tracelessly in specific tumor microenvironments. Compared with RGD-VC-CA (<b>3</b>), RGD-SS-CA (<b>2</b>) proved to be superior in in vitro drug release and cytotoxicity tests. Notably, intravenous injection of RGD-SS-CA (<b>2</b>) into mice-bearing human tumor xenografts induced significant tumor growth suppression with negligible toxicity. Therefore, as a novel prodrug of the coibamide A analogue, conjugate <b>2</b> has great potential for further exploration in cancer drug discovery.",2021-01-08
33413613,A novel small molecule CXCR4 antagonist potently mobilizes hematopoietic stem cells in mice and monkeys.,"Hematopoietic stem cell (HSC) transplantation is an effective treatment strategy for many types of diseases. Peripheral blood (PB) is the most commonly used source of bone marrow (BM)-derived stem cells for current HSC transplantation. However, PB usually contains very few HSCs under normal conditions, as these cells are normally retained within the BM. This retention depends on the interaction between the CXC chemokine receptor 4 (CXCR4) expressed on the HSCs and its natural chemokine ligand, stromal cell-derived factor (SDF)-1α (also named CXCL12) present in the BM stromal microenvironment. In clinical practice, blocking this interaction with a CXCR4 antagonist can induce the rapid mobilization of HSCs from the BM into the PB.",2021-01-07
